Character,Height,Relative Height
D,6,0.007576025415039926
E,6,0.007576025415039926
F,6,0.007576025415039926
G,6,0.007576025415039926
H,6,0.007576025415039926
I,6,0.007576025415039926
J,6,0.007576025415039926
K,6,0.007576025415039926
L,6,0.007576025415039926
M,6,0.007576025415039926
N,6,0.007576025415039926
O,6,0.007576025415039926
P,6,0.007576025415039926
Q,6,0.007576025415039926
R,6,0.007576025415039926
S,6,0.007576025415039926
T,6,0.007576025415039926
U,6,0.007576025415039926
V,6,0.007576025415039926
W,6,0.007576025415039926
X,6,0.007576025415039926
Y,6,0.007576025415039926
Z,6,0.007576025415039926
0,6,0.007576025415039926
1,6,0.007576025415039926
2,6,0.007576025415039926
3,6,0.007576025415039926
4,6,0.007576025415039926
5,6,0.007576025415039926
6,6,0.007576025415039926
7,6,0.007576025415039926
8,6,0.007576025415039926
9,6,0.007576025415039926
!,6,0.007576025415039926
"""",6,0.007576025415039926
#,6,0.007576025415039926
$,6,0.007576025415039926
%,6,0.007576025415039926
&,6,0.007576025415039926
',6,0.007576025415039926
(,6,0.007576025415039926
),6,0.007576025415039926
*,6,0.007576025415039926
+,6,0.007576025415039926
",",6,0.007576025415039926
-,6,0.007576025415039926
.,6,0.007576025415039926
/,6,0.007576025415039926
:,6,0.007576025415039926
;,6,0.007576025415039926
<,6,0.007576025415039926
=,6,0.007576025415039926
>,6,0.007576025415039926
?,6,0.007576025415039926
@,6,0.007576025415039926
[,6,0.007576025415039926
\,6,0.007576025415039926
],6,0.007576025415039926
^,6,0.007576025415039926
_,6,0.007576025415039926
`,6,0.007576025415039926
{,6,0.007576025415039926
|,6,0.007576025415039926
},6,0.007576025415039926
~,6,0.007576025415039926
a,7,0.00883869631754658
b,7,0.00883869631754658
c,7,0.00883869631754658
d,7,0.00883869631754658
e,7,0.00883869631754658
f,7,0.00883869631754658
g,7,0.00883869631754658
h,7,0.00883869631754658
i,7,0.00883869631754658
j,7,0.00883869631754658
k,7,0.00883869631754658
l,7,0.00883869631754658
m,7,0.00883869631754658
n,7,0.00883869631754658
o,7,0.00883869631754658
p,7,0.00883869631754658
q,7,0.00883869631754658
r,7,0.00883869631754658
s,7,0.00883869631754658
t,7,0.00883869631754658
u,7,0.00883869631754658
v,7,0.00883869631754658
w,7,0.00883869631754658
x,7,0.00883869631754658
y,7,0.00883869631754658
z,7,0.00883869631754658
A,7,0.00883869631754658
B,7,0.00883869631754658
C,7,0.00883869631754658
D,7,0.00883869631754658
E,7,0.00883869631754658
F,7,0.00883869631754658
G,7,0.00883869631754658
H,7,0.00883869631754658
I,7,0.00883869631754658
J,7,0.00883869631754658
K,7,0.00883869631754658
L,7,0.00883869631754658
M,7,0.00883869631754658
N,7,0.00883869631754658
O,7,0.00883869631754658
P,7,0.00883869631754658
Q,7,0.00883869631754658
R,7,0.00883869631754658
S,7,0.00883869631754658
T,7,0.00883869631754658
U,7,0.00883869631754658
V,7,0.00883869631754658
W,7,0.00883869631754658
X,7,0.00883869631754658
Y,7,0.00883869631754658
Z,7,0.00883869631754658
0,7,0.00883869631754658
1,7,0.00883869631754658
2,7,0.00883869631754658
3,7,0.00883869631754658
4,7,0.00883869631754658
5,7,0.00883869631754658
6,7,0.00883869631754658
7,7,0.00883869631754658
8,7,0.00883869631754658
9,7,0.00883869631754658
!,7,0.00883869631754658
"""",7,0.00883869631754658
#,7,0.00883869631754658
$,7,0.00883869631754658
%,7,0.00883869631754658
&,7,0.00883869631754658
',7,0.00883869631754658
(,7,0.00883869631754658
),7,0.00883869631754658
*,7,0.00883869631754658
+,7,0.00883869631754658
",",7,0.00883869631754658
-,7,0.00883869631754658
.,7,0.00883869631754658
/,7,0.00883869631754658
:,7,0.00883869631754658
;,7,0.00883869631754658
<,7,0.00883869631754658
=,7,0.00883869631754658
>,7,0.00883869631754658
?,7,0.00883869631754658
@,7,0.00883869631754658
[,7,0.00883869631754658
\,7,0.00883869631754658
],7,0.00883869631754658
^,7,0.00883869631754658
_,7,0.00883869631754658
`,7,0.00883869631754658
{,7,0.00883869631754658
|,7,0.00883869631754658
},7,0.00883869631754658
~,7,0.00883869631754658
a,8,0.010101367220053234
b,8,0.010101367220053234
c,8,0.010101367220053234
d,8,0.010101367220053234
e,8,0.010101367220053234
f,8,0.010101367220053234
g,8,0.010101367220053234
h,8,0.010101367220053234
i,8,0.010101367220053234
j,8,0.010101367220053234
k,8,0.010101367220053234
l,8,0.010101367220053234
m,8,0.010101367220053234
n,8,0.010101367220053234
o,8,0.010101367220053234
p,8,0.010101367220053234
q,8,0.010101367220053234
r,8,0.010101367220053234
s,8,0.010101367220053234
t,8,0.010101367220053234
u,8,0.010101367220053234
v,8,0.010101367220053234
w,8,0.010101367220053234
x,8,0.010101367220053234
y,8,0.010101367220053234
z,8,0.010101367220053234
A,8,0.010101367220053234
B,8,0.010101367220053234
C,8,0.010101367220053234
D,8,0.010101367220053234
E,8,0.010101367220053234
F,8,0.010101367220053234
G,8,0.010101367220053234
H,8,0.010101367220053234
I,8,0.010101367220053234
J,8,0.010101367220053234
K,8,0.010101367220053234
L,8,0.010101367220053234
M,8,0.010101367220053234
N,8,0.010101367220053234
O,8,0.010101367220053234
P,8,0.010101367220053234
Q,8,0.010101367220053234
R,8,0.010101367220053234
S,8,0.010101367220053234
T,8,0.010101367220053234
U,8,0.010101367220053234
V,8,0.010101367220053234
W,8,0.010101367220053234
X,8,0.010101367220053234
Y,8,0.010101367220053234
Z,8,0.010101367220053234
0,8,0.010101367220053234
1,8,0.010101367220053234
2,8,0.010101367220053234
3,8,0.010101367220053234
4,8,0.010101367220053234
5,8,0.010101367220053234
6,8,0.010101367220053234
7,8,0.010101367220053234
8,8,0.010101367220053234
9,8,0.010101367220053234
!,8,0.010101367220053234
"""",8,0.010101367220053234
#,8,0.010101367220053234
$,8,0.010101367220053234
%,8,0.010101367220053234
&,8,0.010101367220053234
',8,0.010101367220053234
(,8,0.010101367220053234
),8,0.010101367220053234
*,8,0.010101367220053234
+,8,0.010101367220053234
",",8,0.010101367220053234
-,8,0.010101367220053234
.,8,0.010101367220053234
/,8,0.010101367220053234
:,8,0.010101367220053234
;,8,0.010101367220053234
<,8,0.010101367220053234
=,8,0.010101367220053234
>,8,0.010101367220053234
?,8,0.010101367220053234
@,8,0.010101367220053234
[,8,0.010101367220053234
\,8,0.010101367220053234
],8,0.010101367220053234
^,8,0.010101367220053234
_,8,0.010101367220053234
`,8,0.010101367220053234
{,8,0.010101367220053234
|,8,0.010101367220053234
},8,0.010101367220053234
~,8,0.010101367220053234
a,9,0.01136403812255989
b,9,0.01136403812255989
c,9,0.01136403812255989
d,9,0.01136403812255989
e,9,0.01136403812255989
f,9,0.01136403812255989
g,9,0.01136403812255989
h,9,0.01136403812255989
i,9,0.01136403812255989
j,9,0.01136403812255989
k,9,0.01136403812255989
l,9,0.01136403812255989
m,9,0.01136403812255989
n,9,0.01136403812255989
o,9,0.01136403812255989
p,9,0.01136403812255989
q,9,0.01136403812255989
r,9,0.01136403812255989
s,9,0.01136403812255989
t,9,0.01136403812255989
u,9,0.01136403812255989
v,9,0.01136403812255989
w,9,0.01136403812255989
x,9,0.01136403812255989
y,9,0.01136403812255989
z,9,0.01136403812255989
A,9,0.01136403812255989
B,9,0.01136403812255989
C,9,0.01136403812255989
D,9,0.01136403812255989
E,9,0.01136403812255989
F,9,0.01136403812255989
G,9,0.01136403812255989
H,9,0.01136403812255989
I,9,0.01136403812255989
J,9,0.01136403812255989
K,9,0.01136403812255989
L,9,0.01136403812255989
M,9,0.01136403812255989
N,9,0.01136403812255989
O,9,0.01136403812255989
P,9,0.01136403812255989
Q,9,0.01136403812255989
R,9,0.01136403812255989
S,9,0.01136403812255989
T,9,0.01136403812255989
U,9,0.01136403812255989
V,9,0.01136403812255989
W,9,0.01136403812255989
X,9,0.01136403812255989
Y,9,0.01136403812255989
Z,9,0.01136403812255989
0,9,0.01136403812255989
1,9,0.01136403812255989
2,9,0.01136403812255989
3,9,0.01136403812255989
4,9,0.01136403812255989
5,9,0.01136403812255989
6,9,0.01136403812255989
7,9,0.01136403812255989
8,9,0.01136403812255989
9,9,0.01136403812255989
!,9,0.01136403812255989
"""",9,0.01136403812255989
#,9,0.01136403812255989
$,9,0.01136403812255989
%,9,0.01136403812255989
&,9,0.01136403812255989
',9,0.01136403812255989
(,9,0.01136403812255989
),9,0.01136403812255989
*,9,0.01136403812255989
+,9,0.01136403812255989
",",9,0.01136403812255989
-,9,0.01136403812255989
.,9,0.01136403812255989
/,9,0.01136403812255989
:,9,0.01136403812255989
;,9,0.01136403812255989
<,9,0.01136403812255989
=,9,0.01136403812255989
>,9,0.01136403812255989
?,9,0.01136403812255989
@,9,0.01136403812255989
[,9,0.01136403812255989
\,9,0.01136403812255989
],9,0.01136403812255989
^,9,0.01136403812255989
_,9,0.01136403812255989
`,9,0.01136403812255989
{,9,0.01136403812255989
|,9,0.01136403812255989
},9,0.01136403812255989
~,9,0.01136403812255989
a,10,0.012626709025066542
b,10,0.012626709025066542
c,10,0.012626709025066542
d,10,0.012626709025066542
e,10,0.012626709025066542
f,10,0.012626709025066542
g,10,0.012626709025066542
h,10,0.012626709025066542
i,10,0.012626709025066542
j,10,0.012626709025066542
k,10,0.012626709025066542
l,10,0.012626709025066542
m,10,0.012626709025066542
n,10,0.012626709025066542
o,10,0.012626709025066542
p,10,0.012626709025066542
q,10,0.012626709025066542
r,10,0.012626709025066542
s,10,0.012626709025066542
t,10,0.012626709025066542
u,10,0.012626709025066542
v,10,0.012626709025066542
w,10,0.012626709025066542
x,10,0.012626709025066542
y,10,0.012626709025066542
z,10,0.012626709025066542
A,10,0.012626709025066542
B,10,0.012626709025066542
C,10,0.012626709025066542
D,10,0.012626709025066542
E,10,0.012626709025066542
F,10,0.012626709025066542
G,10,0.012626709025066542
H,10,0.012626709025066542
I,10,0.012626709025066542
J,10,0.012626709025066542
K,10,0.012626709025066542
L,10,0.012626709025066542
M,10,0.012626709025066542
N,10,0.012626709025066542
O,10,0.012626709025066542
P,10,0.012626709025066542
Q,10,0.012626709025066542
R,10,0.012626709025066542
S,10,0.012626709025066542
T,10,0.012626709025066542
U,10,0.012626709025066542
V,10,0.012626709025066542
W,10,0.012626709025066542
X,10,0.012626709025066542
Y,10,0.012626709025066542
Z,10,0.012626709025066542
0,10,0.012626709025066542
1,10,0.012626709025066542
2,10,0.012626709025066542
3,10,0.012626709025066542
4,10,0.012626709025066542
5,10,0.012626709025066542
6,10,0.012626709025066542
7,10,0.012626709025066542
8,10,0.012626709025066542
9,10,0.012626709025066542
!,10,0.012626709025066542
"""",10,0.012626709025066542
#,10,0.012626709025066542
$,10,0.012626709025066542
%,10,0.012626709025066542
&,10,0.012626709025066542
',10,0.012626709025066542
(,10,0.012626709025066542
),10,0.012626709025066542
*,10,0.012626709025066542
+,10,0.012626709025066542
",",10,0.012626709025066542
-,10,0.012626709025066542
.,10,0.012626709025066542
/,10,0.012626709025066542
:,10,0.012626709025066542
;,10,0.012626709025066542
<,10,0.012626709025066542
=,10,0.012626709025066542
>,10,0.012626709025066542
?,10,0.012626709025066542
@,10,0.012626709025066542
[,10,0.012626709025066542
\,10,0.012626709025066542
],10,0.012626709025066542
^,10,0.012626709025066542
_,10,0.012626709025066542
`,10,0.012626709025066542
{,10,0.012626709025066542
|,10,0.012626709025066542
},10,0.012626709025066542
~,10,0.012626709025066542
a,11,0.013889379927573197
b,11,0.013889379927573197
c,11,0.013889379927573197
d,11,0.013889379927573197
e,11,0.013889379927573197
f,11,0.013889379927573197
g,11,0.013889379927573197
h,11,0.013889379927573197
i,11,0.013889379927573197
j,11,0.013889379927573197
k,11,0.013889379927573197
l,11,0.013889379927573197
m,11,0.013889379927573197
n,11,0.013889379927573197
o,11,0.013889379927573197
p,11,0.013889379927573197
q,11,0.013889379927573197
r,11,0.013889379927573197
s,11,0.013889379927573197
t,11,0.013889379927573197
u,11,0.013889379927573197
v,11,0.013889379927573197
w,11,0.013889379927573197
x,11,0.013889379927573197
y,11,0.013889379927573197
z,11,0.013889379927573197
A,11,0.013889379927573197
B,11,0.013889379927573197
C,11,0.013889379927573197
D,11,0.013889379927573197
E,11,0.013889379927573197
F,11,0.013889379927573197
G,11,0.013889379927573197
H,11,0.013889379927573197
I,11,0.013889379927573197
J,11,0.013889379927573197
K,11,0.013889379927573197
L,11,0.013889379927573197
M,11,0.013889379927573197
N,11,0.013889379927573197
O,11,0.013889379927573197
P,11,0.013889379927573197
Q,11,0.013889379927573197
R,11,0.013889379927573197
S,11,0.013889379927573197
T,11,0.013889379927573197
U,11,0.013889379927573197
V,11,0.013889379927573197
W,11,0.013889379927573197
X,11,0.013889379927573197
Y,11,0.013889379927573197
Z,11,0.013889379927573197
0,11,0.013889379927573197
1,11,0.013889379927573197
2,11,0.013889379927573197
3,11,0.013889379927573197
4,11,0.013889379927573197
5,11,0.013889379927573197
6,11,0.013889379927573197
7,11,0.013889379927573197
8,11,0.013889379927573197
9,11,0.013889379927573197
!,11,0.013889379927573197
"""",11,0.013889379927573197
#,11,0.013889379927573197
$,11,0.013889379927573197
%,11,0.013889379927573197
&,11,0.013889379927573197
',11,0.013889379927573197
(,11,0.013889379927573197
),11,0.013889379927573197
*,11,0.013889379927573197
+,11,0.013889379927573197
",",11,0.013889379927573197
-,11,0.013889379927573197
.,11,0.013889379927573197
/,11,0.013889379927573197
:,11,0.013889379927573197
;,11,0.013889379927573197
<,11,0.013889379927573197
=,11,0.013889379927573197
>,11,0.013889379927573197
?,11,0.013889379927573197
@,11,0.013889379927573197
[,11,0.013889379927573197
\,11,0.013889379927573197
],11,0.013889379927573197
^,11,0.013889379927573197
_,11,0.013889379927573197
`,11,0.013889379927573197
{,11,0.013889379927573197
|,11,0.013889379927573197
},11,0.013889379927573197
~,11,0.013889379927573197
a,12,0.015152050830079852
b,12,0.015152050830079852
c,12,0.015152050830079852
d,12,0.015152050830079852
e,12,0.015152050830079852
f,12,0.015152050830079852
g,12,0.015152050830079852
h,12,0.015152050830079852
i,12,0.015152050830079852
j,12,0.015152050830079852
k,12,0.015152050830079852
l,12,0.015152050830079852
m,12,0.015152050830079852
n,12,0.015152050830079852
o,12,0.015152050830079852
p,12,0.015152050830079852
q,12,0.015152050830079852
r,12,0.015152050830079852
s,12,0.015152050830079852
t,12,0.015152050830079852
u,12,0.015152050830079852
v,12,0.015152050830079852
w,12,0.015152050830079852
x,12,0.015152050830079852
y,12,0.015152050830079852
z,12,0.015152050830079852
A,12,0.015152050830079852
B,12,0.015152050830079852
C,12,0.015152050830079852
D,12,0.015152050830079852
E,12,0.015152050830079852
F,12,0.015152050830079852
G,12,0.015152050830079852
H,12,0.015152050830079852
